absorbance_ratio_A570_A400,lspr_shift_nm,nanoparticle_aggregation_index,color_shift_delta_E,fluorescence_nir_au,ros_h2o2_signal_uM,spectral_response_integrated,plant_stress_index,plant_health
0.334985,2.4847,0.047387,13.7756,6.7582,10.5617,0.521858,0.226915,1
0.94435,23.1189,1,34.9237,3.087878,44.3297,1.712192,0.634921,0
0.916644,21.2046,0.96034,32.6211,3.691706,33.752,1.492292,0.494641,0
1.457377,43.4745,1,38.8381,0.654442,73.443,2.514867,0.818616,0
1.317741,47.1361,1,45.1292,1.546913,73.6805,2.526909,0.811832,0
1.163607,31.8279,0.90881,35.632,2.008701,51.6428,2.028392,0.685334,0
0.589371,6.8948,0.484257,23.834,4.974033,19.3082,0.996212,0.410366,0
0.493436,3.8322,0.254554,20.2912,5.418478,23.4985,0.783851,0.270716,0
1.330988,37.69,1,37.755,2.084646,71.698,2.255665,0.836443,0
1.060692,28.7968,1,40.2434,1.958085,61.96,1.989543,0.746464,0
0.207199,0.4903,0.054525,1.2131,7.418379,15.4867,0.237243,0.091512,1
1.332222,40.5485,1,42.7607,1.44533,69.5945,2.397974,0.830013,0
0.764511,11.6451,0.767222,30.3523,3.813344,33.601,1.273885,0.547365,0
0.831169,18.8053,0.934204,37.0896,3.589421,37.2256,1.505725,0.6175,0
0.330118,1.1666,0.103978,8.3747,6.86639,5,0.471727,0.193464,1
0.186688,0,0.081048,0,7.971779,11.1547,0.252454,0.081616,1
0.235323,0.9555,0.071019,1.737,7.437313,11.1771,0.282602,0.12741,1
0.335135,2.7128,0.122632,14.5006,7.359338,12.2052,0.448411,0.182409,1
0.924829,20.8266,0.903209,33.6776,2.977471,29.3483,1.458129,0.573295,0
0.212568,1.5848,0,9.2857,7.418072,8.0685,0.471539,0.215842,1
0.219753,0.8554,0,0.282,7.201575,11.1321,0.296269,0.077406,1
0.190672,0,0.011507,0,7.194772,13.8079,0.395105,0.076679,1
1.503692,50.2519,1,43.7356,0.911771,77.1017,2.619651,0.836199,0
0.527555,5.2616,0.299434,19.1077,5.708059,16.638,0.795534,0.352921,1
0.737068,15.1827,0.729287,27.0283,3.889725,32.3271,1.360689,0.474038,0
0.239781,1.2048,0.063777,11.5927,6.707213,5,0.472975,0.017496,1
1.179209,31.6941,1,38.3739,2.136725,56.3736,2.269967,0.818309,0
0.351065,1.5759,0.1134,9.2748,6.31881,15.1656,0.636432,0.245582,1
0.965282,24.0512,1,38.729,2.887389,46.9771,1.588816,0.641194,0
0.371432,2.7895,0.090946,12.0246,7.192635,22.3086,0.545913,0.225665,1
0.233792,0.2674,0.0883,6.313,6.83204,8.0839,0.446755,0.211049,1
1.181567,31.4336,0.931166,40.2479,1.229635,63.907,2.199477,0.809092,0
0.201903,0.3143,0,0,8.03298,13.9864,0.327741,0.055138,1
0.527727,6.9321,0.253832,25.1331,5.477001,16.6326,0.898081,0.248765,0
0.84335,19.2765,0.897968,37.7863,4.210511,36.6488,1.379847,0.631707,0
1.303301,37.7123,0.970928,40.4017,1.158639,65.8275,2.152124,0.661115,0
0.413442,1.2955,0.000764,17.3321,6.046675,5,0.592865,0.129162,1
0.264149,1.2928,0.144803,13.9799,6.520252,14.5782,0.536932,0.248374,1
0.186972,0,0,0,8.152614,12.2582,0.276754,0.061887,1
0.78955,14.2097,0.846561,25.7711,3.700842,40.5054,1.197221,0.613814,0
0.510243,3.2068,0.24407,23.0945,5.500497,22.767,0.811702,0.408693,1
0.503914,5.1483,0.268101,26.5029,5.697881,26.3908,0.849461,0.26413,1
0.494159,4.4441,0.340485,21.5486,5.682683,17.901,0.800286,0.353324,1
0.256243,1.2427,0,13.1183,7.263172,5,0.364791,0.172339,1
0.547831,3.6865,0.289594,26.8443,5.420147,20.2737,0.832001,0.40208,0
0.862197,21.4417,0.910814,33.7585,3.509167,42.2843,1.557061,0.669208,0
0.199926,0.8136,0.070986,0,7.964382,6.6336,0.300306,0.157433,1
0.638008,7.7373,0.385073,26.975,5.039358,22.0878,0.927732,0.442163,0
1.026592,22.9146,1,42.1432,3.121482,42.209,1.624041,0.735039,0
0.276779,1.2789,0.091034,10.2138,6.902177,13.849,0.559065,0.240894,1
0.337174,3.0807,0.047413,13.5835,7.499491,5,0.469902,0.128702,1
0.791666,14.9804,0.866378,31.7306,3.306323,31.6458,1.34058,0.484232,0
0.350632,0.6603,0.062866,16.0025,6.596176,16.8373,0.701955,0.194531,1
0.17206,0,0.212621,5.4812,7.816728,24.8619,0.330165,0.217831,1
0.825375,16.7887,0.792492,32.2029,4.429107,32.058,1.277997,0.582328,0
1.222693,34.0434,1,36.5376,2.736957,62.5438,1.992646,0.780647,0
0.910301,22.0284,0.979046,35.5943,3.950319,42.0925,1.326339,0.643808,0
1.264196,35.1123,1,36.7234,1.941628,58.0034,2.089409,0.706638,0
1.499466,46.9497,1,32.2077,0.5,83.1268,2.667967,0.882488,0
0.615694,9.4835,0.581658,20.9997,4.908013,26.4118,1.018816,0.457731,0
0.419841,2.5513,0.072941,20.5018,5.71917,12.2959,0.64749,0.207148,1
0.976251,25.5739,0.985591,30.1026,2.426291,46.0334,1.894183,0.644698,0
0.308872,1.9385,0.113266,8.1021,6.568339,10.4152,0.704678,0.144711,1
0.897495,22.5931,1,34.4095,3.748404,46.9356,1.636872,0.672022,0
1.420607,47.5294,1,39.4724,0.845422,69.7965,2.524934,0.883673,0
1.02266,27.1639,0.863061,38.274,3.377637,46.8097,1.832996,0.596936,0
0.238989,0,0.120714,0.5735,7.782299,10.9283,0.381224,0.141285,1
1.315028,40.3131,0.940602,41.3046,1.816898,57.006,2.341461,0.74816,0
0.350631,0.1015,0.044181,12.8922,5.80113,10.3238,0.654148,0.215156,1
0.730264,14.528,0.65711,31.3383,4.411487,23.9071,1.30827,0.446433,0
0.900748,19.5174,0.921916,34.7186,3.313352,37.8986,1.610683,0.618179,0
1.429173,44.0864,0.880739,47.2016,1.459097,70.1014,2.388835,0.798938,0
0.162043,0.1178,0,0,8.358976,14.0051,0.271134,0.158797,1
0.809112,16.4298,0.954429,34.2369,4.256278,35.6382,1.331065,0.594791,0
0.178841,0.0936,0.079067,1.5015,8.326931,19.0051,0.261494,0.139619,1
0.199609,0,0,7.1474,8.155043,5,0.235132,0.036538,1
0.304762,2.3171,0.071616,17.1559,6.181428,14.2984,0.552412,0.266675,1
1.260179,37.2603,0.978314,36.3931,1.910726,58.6905,2.17147,0.72202,0
0.799521,13.4335,0.696074,29.3509,4.896461,26.9665,1.043898,0.394785,0
0.213976,1.4014,0.050241,6.834,7.325413,14.1484,0.546307,0,1
1.010185,22.8831,1,30.094,2.640814,42.0574,1.61286,0.664912,0
0.291604,0.25,0.095236,8.4971,7.821488,5,0.383351,0.129281,1
0.778969,15.4819,0.830255,29.5157,4.229603,38.5968,1.314983,0.59129,0
0.588239,9.9676,0.352943,24.237,5.297598,19.157,0.940039,0.37166,0
0.190272,0.71,0.032082,0,7.942908,5,0.294833,0.152064,1
0.179829,0.9443,0,3.022,7.975524,8.9147,0.312856,0.080463,1
0.94125,20.1072,0.966628,35.6519,3.973588,46.0123,1.289659,0.629926,0
0.211369,0.2093,0,4.7202,7.394433,12.1257,0.36936,0.065191,1
0.738385,14.039,0.70588,31.7025,4.849069,27.9729,1.115657,0.503475,0
0.700791,10.2453,0.635774,21.5254,4.757522,26.2522,1.040066,0.473209,0
0.200504,0,0.058801,8.8155,7.583176,8.6047,0.394211,0.055057,1
0.212143,1.259,0.103308,10.5901,7.041221,12.8748,0.518994,0.189385,1
0.720474,15.5722,0.889986,26.4345,4.224207,30.8041,1.305888,0.597567,0
0.39694,1.8389,0.141361,18.371,6.550788,24.8954,0.519689,0.33806,1
0.127243,0,0.045868,0,7.951798,13.1957,0.253426,0.19118,1
0.171374,0,0.009672,0,7.721494,5,0.28148,0.120359,1
1.074337,26.8625,0.99511,34.1436,3.37061,40.3322,1.766246,0.611309,0
0.150352,1.0102,0,0,8.063883,7.9237,0.2917,0.076824,1
0.201107,1.309,0,1.4073,7.504004,9.8302,0.225079,0.09098,1
0.157845,0,0.091509,3.8343,7.587019,13.69,0.321834,0.040703,1
0.15672,1.2416,0.15895,2.433,7.176874,10.3609,0.409769,0.165334,1
0.530833,4.2391,0.286828,18.7134,4.83718,9.0964,0.920741,0.273434,0
1.339923,37.7762,0.893794,45.4076,0.935864,63.5274,2.285185,0.769098,0
0.218724,0.2505,0.049166,3.0395,6.497492,12.9949,0.379386,0.144418,1
0.908328,20.7411,1,32.2528,2.974011,37.3157,1.504595,0.686892,0
0.4342,2.7959,0.031636,20.6429,5.861199,5,0.676264,0.173045,1
0.439808,2.5772,0.187674,25.411,5.980455,18.1719,0.755472,0.207923,1
0.154641,0,0,3.1094,8.034378,8.0732,0.288364,0.142914,1
0.415834,1.8715,0.224056,21.2196,6.251487,19.9353,0.6633,0.258778,1
0.260372,2.8494,0.020798,3.7716,7.294661,10.3602,0.392547,0.157658,1
0.189291,1.6021,0.029752,0.3259,7.405634,9.9255,0.449543,0.163555,1
0.206663,0.5849,0.037696,2.8875,8.314767,13.7991,0.197335,0.106663,1
0.266457,0.7493,0.087129,6.6082,6.665669,15.9997,0.307752,0.094956,1
0.630138,5.8502,0.494613,29.6913,4.82741,20.6933,0.725028,0.43116,0
1.047568,28.3864,0.943815,48.1812,2.815734,51.7364,1.993441,0.732647,0
1.23962,33.7145,0.983973,37.771,1.203855,54.9912,2.261429,0.788924,0
0.192407,0,0,0,8.269611,7.1385,0.308179,0.088528,1
0.581078,6.4539,0.309765,21.1835,6.193953,26.6055,0.822542,0.26386,1
0.759731,14.2386,0.745796,31.6332,4.074064,27.4357,1.161909,0.587739,0
0.196733,0.7254,0.102341,2.9544,7.67142,12.8055,0.32907,0.087354,1
0.787281,14.9953,0.789157,27.723,4.154564,37.5996,1.209291,0.470793,0
0.28705,0.6522,0.082971,17.8927,5.77583,13.8131,0.611425,0.133454,1
1.026052,23.5781,1,42.1109,2.609288,53.0411,1.846753,0.725677,0
0.140074,0.3611,0.025323,0,7.880305,6.5328,0.391571,0.082185,1
0.2802,0.5789,0.005838,0,7.312377,13.7143,0.34333,0.168573,1
1.507326,49.9477,0.929207,40.8283,1.227691,82.0405,2.567723,0.789405,0
1.20942,34.665,1,40.8944,1.493395,60.5719,2.131665,0.777149,0
0.90978,16.7675,1,38.3816,3.431718,49.5711,1.343237,0.661819,0
1.459237,47.5587,1,39.0163,1.527707,81.6488,2.597129,0.862232,0
0.910111,20.9062,0.832447,31.1863,3.53597,44.4238,1.628206,0.623665,0
0.180216,0,0.137301,0.2858,7.546738,12.4955,0.303518,0.164891,1
0.350574,0.5498,0.128809,13.4265,6.218285,8.5897,0.502692,0.178255,1
0.909676,18.3889,1,40.1104,2.886769,42.686,1.519525,0.695192,0
1.360671,45.1617,0.923956,40.7917,1.61011,63.6615,2.376659,0.770732,0
0.223843,0.195,0.084356,0,7.33724,18.0291,0.369737,0.165447,1
0.788951,13.7771,0.785764,33.8377,4.047674,33.2582,1.328894,0.523074,0
1.331168,39.8037,1,49.577,1.053434,68.3853,2.314106,0.881297,0
0.237309,1.0806,0,4.6134,7.138443,13.225,0.265319,0.113529,1
0.247474,0.3702,0,10.313,6.443441,16.5263,0.412641,0.260959,1
0.783625,15.82,0.864052,31.5423,3.66199,33.0089,1.502516,0.59688,0
0.25111,1.1914,0,10.5556,7.137785,15.626,0.486536,0.207543,1
0.395151,2.7105,0.07822,19.0829,6.36172,13.8928,0.576157,0.219763,1
1.136063,27.6395,0.973487,36.2988,2.509493,53.8953,1.892161,0.66943,0
1.322855,41.8573,0.995675,41.4686,1.722051,71.8737,2.244582,0.749045,0
0.977938,21.0551,1,37.61,3.162268,42.2302,1.516089,0.787075,0
0.246046,1.3388,0,12.1746,7.461282,17.427,0.474847,0.151777,1
0.323553,2.5658,0,1.3175,6.344889,20.4581,0.627275,0.186934,1
0.915094,23.2915,0.961751,31.6849,3.597245,37.9369,1.651619,0.592603,0
0.238093,1.0498,0,0,7.389922,13.21,0.374619,0.009644,1
1.027153,24.3901,1,41.2871,2.105059,43.2201,1.754471,0.668585,0
0.259659,0.3733,0,6.4514,6.879864,5,0.371754,0.107502,1
0.139436,1.3117,0,0.6747,8.091674,16.6329,0.339564,0.04167,1
1.320726,35.3911,0.999185,40.2718,1.73295,62.3449,2.170066,0.80079,0
1.184872,33.6501,1,39.0536,2.668754,63.2782,1.968613,0.666899,0
1.085804,26.1454,0.998973,36.7121,2.975238,52.8361,1.720789,0.721699,0
0.20031,0,0.084542,2.2194,7.768049,16.4544,0.332926,0.08597,1
0.22315,0.8849,0,2.9439,7.548754,5,0.321385,0.132637,1
1.410276,46.4839,1,47.0658,1.116718,70.7023,2.621412,0.797316,0
0.50595,2.395,0.144501,17.2075,5.5763,16.5117,0.75496,0.266292,1
0.355394,0.4871,0.02599,15.9056,6.678774,12.32,0.524943,0.237677,1
0.714278,10.5809,0.608239,36.2321,5.020576,35.9558,0.975956,0.452843,0
1.262898,31.7683,0.912583,41.3917,2.283955,63.7294,2.211711,0.714917,0
0.266322,1.1646,0,0,7.128109,15.1724,0.277195,0.150792,1
0.51491,6.6038,0.344855,24.2988,5.420855,27.744,0.701066,0.298396,0
0.551132,5.3986,0.268468,22.9376,5.664185,16.8035,0.740695,0.342231,1
1.415502,43.035,1,42.6555,1.143071,69.2939,2.54026,0.795174,0
0.268863,0.9357,0.035423,3.6202,7.933654,9.2295,0.321761,0.108557,1
0.954786,20.398,1,35.7787,3.204946,49.8917,1.56472,0.752979,0
0.22198,0.9071,0.079523,3.6529,7.627026,10.225,0.392232,0.085501,1
0.135462,1.8206,0.038749,0,7.844023,8.251,0.257414,0.146584,1
1.510664,49.1823,1,36.4205,0.5,77.2728,2.669085,0.766207,0
0.266082,0,0,4.5616,7.637957,11.899,0.406497,0.045776,1
0.990447,24.6568,0.944117,37.5504,2.910489,32.6815,1.738256,0.64631,0
0.824418,12.5352,0.852834,34.104,4.152282,31.2555,1.155849,0.563721,0
0.301254,2.9416,0.024591,7.8456,6.741255,9.9208,0.535384,0.096745,1
1.100996,28.496,1,34.9895,2.987014,48.9881,1.758512,0.810625,0
0.520847,4.1205,0.25136,22.8133,5.378168,14.9592,0.579437,0.277683,0
1.096113,26.4391,0.930927,40.292,3.163808,54.4353,1.719613,0.686776,0
1.281426,39.3294,1,39.7645,1.801828,64.8724,2.390402,0.792859,0
0.289735,0.3236,0.071775,13.6719,7.54693,7.5589,0.361758,0.084122,1
1.042393,26.052,1,43.8016,2.401192,47.6116,1.792319,0.670056,0
0.284137,2.3157,0.107991,13.0244,6.956443,15.7382,0.463186,0.201029,1
1.036795,24.4744,0.945381,39.063,2.604841,42.2212,1.722053,0.683631,0
0.172277,0,0,5.9742,7.744889,13.6165,0.422174,0.136481,1
0.509122,2.5912,0.338677,21.6652,5.163276,18.5175,0.760479,0.361011,0
0.628809,9.6256,0.456555,23.9885,5.704261,22.7452,0.795751,0.46325,1
0.587243,8.9043,0.354914,25.585,4.278836,22.8063,1.048463,0.427549,0
1.539875,46.9352,0.903863,44.6327,1.74455,82.271,2.510677,0.820708,0
0.256198,1.5984,0.110441,10.6599,6.758142,14.585,0.438878,0.245096,1
0.310716,1.7921,0.060578,13.2083,6.020731,5.5452,0.544311,0.252217,1
0.837823,16.1619,0.875879,28.1808,3.835766,34.8488,1.432618,0.585639,0
0.69246,8.6493,0.688816,30.1684,4.574095,24.3818,1.118507,0.492433,0
0.38554,0.3463,0.060904,12.1149,6.941012,15.1702,0.453931,0.099491,1
0.279217,1.3207,0.009755,12.0952,7.284016,5,0.363618,0.088103,1
0.273046,0,0.174009,11.5799,6.829713,6.0114,0.491061,0.17749,1
0.374442,1.8464,0.031553,14.3433,6.346989,17.7423,0.744724,0.109321,1
1.015548,23.214,0.929787,37.9875,2.689238,43.9515,1.736673,0.726744,0
0.193405,0.8482,0.032184,0.3752,6.946586,11.2286,0.429555,0.164049,1
0.301272,1.4333,0,14.5559,6.501975,8.4688,0.564275,0.184184,1
0.164165,0.7262,0,0,7.615207,16.2192,0.289299,0.149619,1
0.155294,0.6443,0,4.8995,7.911142,12.7238,0.262714,0.078852,1
0.331693,1.2807,0.039218,8.7031,6.338326,8.0351,0.591047,0.160737,1
0.313674,1.4379,0.076288,12.1798,6.678344,10.4493,0.571588,0.268936,1
0.995178,26.9079,1,36.1576,2.559463,47.0616,1.774248,0.716944,0
0.314553,2.3967,0.009887,8.079,6.435814,8.4419,0.475216,0.109289,1
0.153663,0.2792,0,1.4713,7.944045,5,0.247204,0.071645,1
1.29131,37.5599,0.959351,45.8027,1.767772,58.7488,2.190343,0.790447,0
0.331272,1.5667,0.041356,11.9712,7.149454,8.2551,0.5676,0.208859,1
0.256335,1.6483,0,0,7.286695,6.8802,0.20099,0.097253,1
1.368013,42.2175,0.917004,38.7679,1.383072,70.5471,2.440684,0.838103,0
1.244987,38.1674,1,42.7601,1.605923,59.2205,2.221326,0.782365,0
1.23335,37.1112,1,40.2484,1.951412,64.5584,2.073895,0.841572,0
1.488233,48.4461,1,38.3779,0.833113,82.1787,2.560414,0.83238,0
1.40611,44.5984,0.921637,39.7704,1.30476,73.1976,2.491106,0.794594,0
0.71421,14.8734,0.7649,29.9906,2.899839,35.4299,1.300268,0.550889,0
0.853452,16.2611,0.845736,32.6549,3.968585,28.4987,1.394832,0.473542,0
0.906541,17.4394,0.894432,31.0238,3.46498,41.4051,1.474125,0.557906,0
0.181252,0.0448,0.001055,0,7.508208,5,0.227715,0.148574,1
0.65193,7.3491,0.515062,24.5279,5.311339,22.3028,1.050979,0.448647,0
0.175399,0,0.037245,9.0521,7.279582,14.003,0.223621,0.122158,1
1.156327,31.3736,0.978536,34.3732,1.601286,54.7479,1.989209,0.690913,0
0.17513,0,0,4.0705,7.274727,5,0.300509,0.047892,1
0.981536,24.5676,0.85902,34.8182,3.145304,42.8214,1.553769,0.610356,0
0.5698,5.2417,0.274979,25.2589,5.598118,19.8348,0.804422,0.339806,1
1.480141,48.3916,0.974254,41.3077,0.874478,78.7996,2.642005,0.873542,0
0.478915,1.8569,0.136698,18.7034,5.336214,15.3416,0.853948,0.262656,1
0.214827,0,0,13.2128,7.636138,5,0.377009,0.097152,1
1.021203,23.8609,0.892194,37.7692,3.53987,50.1504,1.85355,0.652309,0
0.112966,0.242,0,0,7.601485,5.8059,0.308489,0.077405,1
0.489888,2.0861,0.078982,22.6875,5.806666,16.76,0.690402,0.285978,1
0.198956,0.4734,0.061857,7.7847,7.394784,13.1229,0.366659,0.080566,1
0.297057,0.4364,0.024597,15.4781,7.103725,8.2358,0.418384,0.247004,1
0.660606,6.2427,0.414364,26.3038,4.532932,19.8459,0.983388,0.421793,0
0.435402,1.9462,0.044684,15.907,5.667112,6.0808,0.723553,0.161257,1
1.161988,33.0475,1,38.7932,1.536095,55.275,2.068824,0.803745,0
0.830215,17.0056,0.890152,35.1441,4.393775,35.5386,1.187951,0.562733,0
0.281479,2.0177,0,11.978,7.093043,5.4499,0.467503,0.113223,1
0.811582,14.3583,0.871172,29.1389,2.870668,40.2429,1.448391,0.614415,0
0.80788,19.1179,0.744797,33.3827,3.764412,42.611,1.414004,0.662244,0
0.198329,0,0.006963,6.8832,7.689847,11.2292,0.368796,0.073478,1
1.158335,32.1368,1,34.9479,1.469485,41.8527,2.056363,0.648138,0
1.558839,52.0543,0.945535,40.6275,0.696786,75.7044,2.74149,0.751781,0
0.366613,2.4117,0.202597,13.9348,6.929974,14.3266,0.436847,0.215983,1
1.443246,44.1152,1,44.3334,1.356838,81.659,2.412733,0.864117,0
0.438219,2.5205,0.235629,19.6696,5.376956,22.2511,0.643949,0.360509,1
0.304666,1.5152,0.150758,12.3146,6.710051,9.3567,0.593503,0.112721,1
0.694144,9.957,0.604576,29.8819,4.33072,25.3508,1.057822,0.473374,0
0.522741,5.6331,0.38386,25.4064,5.391826,22.5483,0.869531,0.459168,0
0.974952,23.4169,1,35.8281,2.872146,53.0834,1.609506,0.628498,0
0.640142,8.0084,0.556243,31.4336,5.233355,20.9847,1.006447,0.351177,0
0.516168,3.1935,0.294038,22.1279,5.078452,16.2632,0.867592,0.271155,0
0.129778,0,0,0,7.805332,11.5398,0.15321,0.00622,1
0.238707,0.8143,0.112366,6.9747,6.941785,7.2321,0.523491,0.105672,1
0.203599,0.17,0.105327,3.0082,7.805904,8.2593,0.42206,0.074326,1
0.317919,2.9407,0,8.1666,6.841911,9.922,0.578444,0.16336,1
1.215667,33.3761,1,33.8331,2.222642,54.0431,2.035273,0.686828,0
1.073364,26.8748,1,30.7596,2.094178,48.1534,1.867341,0.675333,0
0.791449,13.1119,0.879654,25.1722,3.787287,33.5155,1.204288,0.564009,0
0.290954,1.5134,0,9.2116,6.459757,15.8675,0.528904,0.156832,1
1.455199,46.5222,0.926782,46.1325,0.687891,73.0451,2.602713,0.8245,0
0.231678,0.0687,0,3.9462,6.355404,10.5459,0.501746,0.075122,1
0.210373,0,0.003704,5.3728,7.918527,5.0689,0.343645,0.039494,1
0.184536,1.0875,0.033968,0,8.257981,11.2603,0.366794,0.076504,1
0.799848,16.1396,0.876435,29.8605,4.640233,37.8757,1.346548,0.531001,0
1.501568,46.1257,0.995445,43.572,1.117146,68.5795,2.545203,0.837846,0
1.487347,47.3792,1,42.1897,0.5,77.7673,2.58551,0.841279,0
0.557835,5.2549,0.12361,14.7137,5.324066,21.8986,0.874258,0.243798,0
0.206304,0,0,0,6.985686,6.1354,0.410403,0.124563,1
0.909831,23.4248,0.893076,36.889,3.672939,48.1683,1.434645,0.662557,0
0.198142,0.4681,0,14.7214,7.623547,5.2571,0.317746,0.102084,1
1.212995,34.7754,1,44.3857,2.107758,68.46,2.219222,0.760994,0
0.321819,1.9673,0.101396,14.6522,6.426808,15.0986,0.548143,0.194885,1
0.586489,10.1839,0.386374,20.4717,4.14285,25.4578,1.202563,0.371933,0
0.146694,0,0,6.5844,7.723736,5.1582,0.325008,0.017423,1
0.776959,13.6099,0.820094,34.4014,4.499102,41.2677,1.169079,0.567591,0
0.423382,2.3873,0.055183,14.302,6.485046,11.1676,0.566159,0.118108,1
1.117652,26.2699,0.906344,35.3168,2.894406,44.6811,1.729758,0.670748,0
0.355682,1.7211,0.038253,9.9883,6.257473,19.7044,0.498236,0.203202,1
0.709102,13.652,0.691781,33.6451,4.541572,27.0683,0.999173,0.426899,0
0.176208,0.1928,0.063889,7.4979,8.284282,11.4156,0.336737,0.144932,1
1.537457,51.2556,0.955734,46.3485,1.190567,94.4819,2.543746,0.925249,0
0.925285,20.9375,0.908419,35.3471,3.263812,25.4314,1.555565,0.575666,0
0.376844,0.8631,0,8.2431,6.833594,11.2964,0.576201,0.103999,1
0.187309,0,0,0.3209,8.326143,11.3017,0.328359,0.122572,1
0.757609,15.5647,0.785315,33.2159,4.156552,39.4244,1.309706,0.527811,0
1.206168,33.0976,1,39.7646,2.109314,60.7171,2.047146,0.85808,0
0.401007,1.9617,0.154247,16.3258,5.684696,15.4646,0.692667,0.262256,1
0.166137,0.2744,0.095968,5.722,7.805265,6.2325,0.503477,0.188418,1
0.182553,0.5442,0.03734,2.2151,8.336781,17.3271,0.182194,0.156602,1
0.265551,1.8045,0.038648,9.6393,6.514399,13.5134,0.446702,0.170681,1
0.257085,0.9335,0.029734,4.9011,7.040988,10.932,0.463743,0.169678,1
0.32422,0,0.066674,17.6128,6.368267,14.8861,0.52447,0.156373,1
1.295487,38.2266,1,44.6076,0.750226,58.1255,2.422416,0.773231,0
0.199961,0.4958,0,3.3076,7.689184,10.0834,0.362175,0.186091,1
0.466656,5.1065,0.199842,20.4875,6.06067,6.9806,0.781867,0.262271,1
0.125497,0,0.014205,0,8.211648,5,0.363276,0.058319,1
0.97526,22.4484,0.916522,36.8025,3.303521,44.9171,1.515511,0.704328,0
0.812517,14.9539,0.856769,27.002,4.20483,40.9484,1.142613,0.498123,0
0.310504,1.3999,0.032398,9.2979,7.418966,10.5715,0.389238,0.164281,1
1.424458,43.6557,0.886721,42.006,1.332364,72.1132,2.649231,0.753769,0
0.920404,19.9652,0.876854,27.6504,3.310453,36.2972,1.455961,0.642568,0
0.319627,1.0734,0.123699,12.9319,6.744318,6.1466,0.522706,0.183354,1
0.652778,9.547,0.440235,24.207,4.383404,25.2018,1.232297,0.455619,0
0.296892,0.8328,0.060245,6.7782,6.401307,7.9347,0.442486,0.21306,1
1.526681,48.2869,1,45.6403,0.987359,83.9045,2.580024,0.894611,0
0.244137,0.5071,0.117777,3.3162,7.159473,10.418,0.434282,0.15298,1
1.148328,32.7597,1,39.0755,2.542492,63.439,1.963301,0.742109,0
0.427062,3.4603,0.117766,19.844,5.829534,15.4264,0.613307,0.185007,1
0.186676,0.1041,0.035054,7.6116,7.503684,13.1632,0.317444,0.077467,1
0.243059,0.5524,0,9.7682,7.631129,8.3937,0.420941,0.088096,1
0.302269,0.3116,0,5.3137,6.860544,5,0.440998,0.186518,1
0.803731,15.4519,0.892116,34.3465,3.560988,43.0582,1.435301,0.736198,0
1.031343,24.9836,1,29.9107,3.672976,49.2464,1.705954,0.609395,0
0.215557,0.6942,0.07563,0,7.56493,5,0.366406,0.070861,1
1.469413,48.024,0.932795,51.5015,1.680155,74.377,2.545899,0.789745,0
0.806717,15.506,0.889351,28.7409,4.334256,36.2817,1.282216,0.622062,0
0.298048,1.2444,0.126555,14.6985,7.020251,13.5401,0.329146,0.173936,1
0.200201,1.7957,0.056419,5.2793,7.265226,12.1586,0.397813,0.137807,1
0.338651,0.4897,0,17.5324,6.778933,11.3111,0.387729,0.14545,1
0.399208,1.3574,0.008316,10.1729,6.3193,13.4578,0.599748,0.154691,1
0.431155,3.4036,0.152249,26.0612,6.696279,14.4899,0.684553,0.269824,1
0.416281,1.7378,0,16.7413,6.85451,5,0.567403,0.152798,1
0.33948,0.8937,0.115105,12.1865,6.586373,19.5156,0.635746,0.235477,1
0.359239,1.2826,0.078982,13.4798,7.01979,11.4131,0.449724,0.226206,1
0.22685,0.408,0,4.1289,7.134806,12.7033,0.345416,0.002367,1
1.465797,47.7783,0.914898,34.1295,0.5,81.3735,2.635404,0.8759,0
1.082584,25.6008,0.954269,34.9412,2.467583,47.3953,1.709308,0.694013,0
0.15052,0.8336,0.036651,0,7.733065,15.7204,0.384406,0.098366,1
1.194688,34.6389,0.977935,34.5299,2.691515,53.7407,2.012797,0.783103,0
0.186644,0,0.036789,0,8.225353,5,0.282768,0.137667,1
0.299506,1.7417,0.087178,4.1951,6.661258,18.6932,0.611372,0.163822,1
1.515582,45.4701,0.957712,42.2523,1.69071,85.0937,2.5266,0.812737,0
0.215227,0,0.002068,1.7122,7.269021,7.6769,0.357254,0.045114,1
0.2839,0.9572,0.00923,13.154,7.115968,15.3786,0.422962,0.148787,1
0.954487,20.899,0.900343,33.5417,4.05873,44.6458,1.526126,0.588048,0
1.305301,38.7343,1,35.7466,1.456282,60.8322,2.295935,0.745965,0
0.172337,1.1186,0,0,8.350955,5,0.272537,0.009569,1
0.555441,9.4296,0.449697,28.18,4.937723,25.1643,1.115889,0.444154,0
0.689235,10.1526,0.601354,24.6729,4.717304,28.0981,0.994834,0.393116,0
0.243846,1.1831,0.030645,8.3823,6.526795,11.6125,0.458954,0.023177,1
1.367418,43.3596,0.973846,40.4002,1.812417,69.7996,2.229568,0.873321,0
0.860866,16.7224,0.904302,29.844,3.82987,21.7468,1.29654,0.499019,0
0.36742,2.142,0.057887,18.9467,5.999721,11.5152,0.750881,0.128183,1
0.199925,0.8565,0,9.7406,7.725121,7.4325,0.406302,0.045664,1
1.493331,47.7641,0.98857,39.4465,1.66102,67.8379,2.54728,0.748308,0
1.034069,24.9039,0.917418,33.8069,2.372214,44.7365,1.716204,0.614711,0
