pesticide_concentration,uv_vis_absorbance,color_shift,lspr_shift,nanoparticle_aggregation,nacl_effect,fluorescence_signal,spectral_response,plant_stress_signal,plant_health
4.2455,3.2694,131.0033,39.6051,0.9624,2.5154,1.7372,8.7608,13.9860,0
1.5318,2.3917,24.1517,3.5369,0.1182,0.1625,5.5276,2.3277,6.4839,1
2.3420,2.9421,66.3466,14.3620,0.5594,1.3703,3.1515,4.3705,10.0776,0
3.7851,3.2351,116.8419,26.9956,0.9190,2.2526,2.4653,6.3806,13.0241,0
2.3808,2.8501,82.7659,13.0032,0.4185,0.8406,4.4606,3.8227,8.7023,0
1.0548,2.0865,22.1572,0.8738,-0.0197,0.1913,6.1935,1.0111,4.2091,1
0.6305,1.5760,-0.2997,2.3273,0.1179,0.0875,6.1114,1.0631,4.1594,1
2.8754,3.0176,78.3954,20.5743,0.6137,1.2606,2.7678,5.6756,10.2216,0
3.1174,3.3931,89.0138,17.2384,0.8119,1.7710,2.9643,3.9867,12.0086,0
2.4725,3.0170,54.4522,11.9562,0.5133,1.2380,4.1550,3.8835,10.0193,0
1.7769,2.7065,30.7852,5.8462,0.1678,0.3670,4.3048,2.8018,7.8239,0
2.7866,2.9397,93.0035,10.6616,0.6288,1.4254,3.7819,4.1178,9.6899,0
2.2531,2.8549,48.9002,15.5701,0.2697,0.5962,3.8262,3.7159,8.2827,0
4.9440,3.2336,147.0594,49.1567,0.9140,2.8302,1.5654,11.2903,16.3695,0
2.8964,3.3105,80.0230,15.6756,0.7952,2.1077,3.6151,4.3267,10.4088,0
2.5261,2.8168,36.0661,14.0666,0.4528,0.8598,3.3368,3.6426,9.5430,0
4.0156,3.5155,117.1970,26.7249,0.9546,2.8343,1.8896,7.4555,13.5409,0
1.1265,2.0826,13.2722,4.4097,0.1552,0.4051,5.9408,3.0234,5.6622,1
3.7575,3.3951,107.0308,30.6005,0.9436,2.3185,2.1385,6.8182,14.0207,0
1.0797,1.9243,6.4325,2.8198,-0.0215,-0.1918,6.1299,1.0114,5.1355,1
0.9718,2.0978,16.6071,-1.1762,0.0228,-0.0163,6.0567,1.5200,4.0018,1
2.3633,2.6937,44.7001,14.5946,0.4860,0.9700,3.6146,3.5058,9.8636,0
0.3167,0.7279,9.3797,3.9486,-0.0450,0.2299,8.1208,0.8084,2.5715,1
0.8178,1.8490,16.9183,6.0372,0.0892,0.2561,6.2949,1.3515,3.6502,1
3.0375,2.7884,81.8602,13.1045,0.7606,1.7060,3.4607,4.7613,12.2367,0
0.3889,1.0107,7.5987,0.9546,0.0141,-0.0816,7.8846,0.7159,2.2593,1
2.5992,2.9997,66.8772,10.7984,0.6580,1.3381,3.1072,3.5111,9.9661,0
1.5242,2.4128,32.6191,9.9128,0.1385,0.2931,4.9860,2.9129,6.2919,1
3.6893,3.6204,97.4216,27.5115,0.9031,2.0632,2.5928,6.5224,14.5739,0
2.7847,2.8708,83.8272,15.8871,0.7276,1.2764,2.3620,4.7836,10.9887,0
1.1098,1.9123,34.9919,7.6000,-0.0989,-0.3382,5.7396,1.8615,4.5712,1
2.2727,2.8765,49.6122,12.8724,0.4430,0.9029,3.5510,3.4533,9.0382,0
1.2539,2.1023,26.9282,6.0848,0.1315,0.3105,4.8667,1.5943,6.2078,1
2.6571,2.8003,70.3804,5.2355,0.5998,0.9073,3.3346,2.2416,9.4433,0
2.4775,2.8652,60.9720,13.9646,0.4091,0.5675,4.3233,4.1808,9.1338,0
2.8598,2.8736,82.5612,17.2281,0.6504,1.4348,3.6165,4.1101,10.3664,0
2.4064,2.7305,46.8409,8.9018,0.3864,0.8193,4.1985,3.5097,8.7040,0
0.7064,1.6947,14.9719,7.9166,0.1346,0.2846,7.0202,1.8272,4.1554,1
0.3025,0.8342,16.6515,5.7896,0.0793,-0.0245,7.6345,1.5510,0.9990,1
4.1982,3.5084,129.9305,38.4867,0.9648,2.5040,1.7154,8.4260,15.1892,0
3.9857,3.2372,126.2745,34.4393,0.9477,2.2640,2.0438,8.4461,13.7590,0
4.3409,3.5819,127.3551,39.1957,0.9948,2.7069,2.0225,8.9818,14.8743,0
1.4728,2.2780,33.3009,6.9319,0.1163,0.3033,4.5150,1.3180,6.3264,1
2.2679,3.0011,45.7402,12.7435,0.2590,0.5526,4.1590,3.6682,7.7807,0
0.8049,1.7897,13.4881,1.1498,-0.0224,0.1107,6.8685,1.1253,3.4083,1
2.0038,2.8049,44.9052,13.2627,0.1621,0.1717,4.5724,3.6072,6.3054,0
2.2641,2.9027,58.0312,12.1935,0.4068,0.6889,3.3067,4.0207,8.3886,0
4.8065,3.1834,153.7542,44.2742,0.9937,2.9012,1.4549,8.3690,15.3485,0
4.3457,3.4933,123.6043,33.5924,1.0043,2.7511,1.3563,7.1989,15.5410,0
4.3610,3.4174,140.3960,40.1178,1.0140,2.5492,1.2458,8.9671,14.8576,0
3.7119,3.4352,106.1098,32.2165,0.9057,2.0404,2.5529,7.6219,11.8395,0
1.9940,2.6746,44.3952,8.9560,0.1864,0.5965,3.7763,1.9427,7.4606,0
4.4959,3.4836,113.6314,41.1743,0.8584,2.2285,1.6582,8.3861,14.5577,0
4.5945,3.3568,155.2051,34.1242,0.9725,2.6609,2.3402,7.0981,14.2439,0
1.9189,2.5978,50.7039,8.5137,0.3132,0.2700,4.6512,2.6359,7.5583,1
3.0747,3.1561,89.0561,21.2512,0.7648,1.8506,2.6942,5.4536,11.1915,0
2.3038,2.6757,47.9124,13.5209,0.1761,0.2456,3.1310,3.0316,8.8541,0
1.0888,2.0404,32.0377,4.7493,0.0667,-0.0093,5.4073,2.3207,4.4951,1
3.2806,3.1816,93.5716,20.3374,0.8445,1.9114,2.5619,4.3020,10.9665,0
0.2651,0.8947,11.3320,0.5925,0.1594,0.4089,7.8101,0.0798,2.5248,1
1.3532,2.3334,27.0038,7.0094,0.1374,0.2326,4.9949,2.5208,5.3431,1
1.1676,2.2324,19.3111,6.3874,0.1104,0.3306,5.9216,1.7061,5.7571,1
4.7635,3.8115,145.8858,41.0273,1.0416,3.0709,1.2399,8.9384,16.0342,0
0.5408,1.4190,4.7929,3.1995,0.0622,0.1428,7.3452,1.3979,2.7460,1
1.4475,2.4585,28.3192,6.6161,0.1303,-0.0056,5.7238,2.7174,6.2583,1
4.5465,3.3503,144.9445,40.1437,0.9100,2.5302,2.1618,9.1511,13.8620,0
2.4236,2.9528,54.1503,13.9498,0.5069,1.1074,3.8967,3.6193,9.8669,0
2.9360,2.9078,86.5762,18.0656,0.7318,1.4029,3.6385,4.7910,10.3440,0
4.0929,3.5607,128.3234,33.3647,0.8285,2.2654,2.8246,8.4443,13.3126,0
1.2190,1.9878,22.6953,6.8728,-0.0179,0.1016,5.4367,2.2253,4.5777,1
3.9282,3.2879,114.9025,29.4219,0.8287,2.0864,2.6607,6.7172,12.5498,0
2.6155,2.8496,68.4319,12.4965,0.5838,1.0982,2.9450,4.4401,10.6125,0
1.7228,2.5801,49.8674,8.8258,0.2482,0.2044,4.2681,2.6681,7.8281,0
0.6450,1.5790,16.2950,0.6709,0.0698,-0.1019,6.6223,0.4382,3.4561,1
2.2458,2.9020,76.4866,11.8269,0.3261,0.7879,4.1768,3.6893,8.4166,0
2.7337,3.0067,64.6440,11.2760,0.6682,1.4341,3.4549,4.1576,10.3494,0
3.1597,3.3764,79.3143,22.2674,0.7718,2.1476,2.4627,5.8913,12.5613,0
3.2889,3.1282,87.5427,22.1608,0.7772,1.8417,3.0297,5.4895,12.3097,0
3.9871,3.3025,114.3426,32.6866,1.0227,2.5718,2.2132,6.5747,12.7189,0
1.5948,2.3469,32.9508,7.8658,0.1332,0.2329,4.7757,0.4472,5.9103,1
4.4881,3.4261,136.0768,40.8064,0.8882,2.4827,2.0366,8.4261,14.6775,0
3.1212,3.0129,80.7953,23.1718,0.7688,1.8987,2.7831,5.1392,10.4074,0
1.2236,2.2313,28.0684,8.5622,-0.0005,0.1392,5.4872,2.7107,4.9157,1
2.5438,3.1034,50.9918,12.2772,0.4849,0.9461,3.9149,3.4298,8.4106,0
4.9682,3.5619,166.4454,46.9097,1.0651,3.0625,1.8095,10.4960,15.8026,0
2.8138,2.9580,77.3642,11.4741,0.6854,1.2627,3.5148,4.3738,9.2628,0
2.5647,2.8936,73.3194,9.9183,0.4973,0.8404,3.0211,3.2342,10.2723,0
0.5327,1.2855,1.8206,1.6451,0.0189,0.2309,6.8144,1.1215,3.5281,1
0.6512,1.6545,5.4615,4.0029,0.1150,0.1788,7.5011,1.7279,4.1295,1
3.4036,3.0198,108.8649,25.6082,0.8235,2.0444,1.9761,5.8239,12.7929,0
2.6773,2.8838,58.1996,11.1776,0.5125,1.2409,3.4757,3.3415,9.1829,0
4.9237,3.6886,144.2957,46.8414,0.8687,2.5424,1.7087,9.9327,14.6040,0
3.8725,3.3425,114.2213,30.3645,0.9209,2.2174,2.1612,6.6724,13.1283,0
3.8857,3.4665,110.2201,29.5613,0.8504,2.2321,2.4864,8.0761,13.3143,0
1.3584,2.2876,23.2756,9.6030,0.0051,-0.1441,5.5578,2.0112,5.6199,1
0.7160,1.6694,5.7926,4.7224,-0.0545,0.0172,7.0006,1.0659,2.6377,1
2.6063,3.1059,64.0816,9.6266,0.6938,1.4658,4.1818,3.1170,10.2502,0
0.6126,1.5275,-0.1973,1.7669,0.1759,0.1947,7.4225,1.3381,2.7751,1
2.2758,2.7767,53.3085,15.7388,0.4750,0.9662,3.9080,4.6444,9.2880,0
3.1868,3.2443,92.8007,15.0198,0.6887,1.4035,2.0396,4.5173,12.1845,0
4.3428,3.3443,129.1456,40.0215,1.1023,2.9646,2.3554,9.8132,14.1152,0
3.5415,2.9918,105.1838,32.8194,0.8514,2.1585,2.0811,7.0360,12.5490,0
4.9660,3.6023,153.7832,46.3758,1.1184,3.1916,1.9002,9.7343,15.7378,0
2.0251,2.5979,50.2007,6.6603,0.2193,0.3348,4.2371,2.0429,7.2310,0
1.5744,2.3308,30.1755,10.8895,0.1781,0.5165,4.9427,3.3828,6.5904,1
1.5729,2.3802,33.2638,8.0908,0.1168,0.5024,4.9045,2.6988,5.4111,1
0.2373,0.7764,0.2062,4.4372,-0.0443,0.1915,7.6931,0.7991,1.9197,1
4.1137,3.0310,108.4136,33.9713,0.9717,2.3227,1.9667,6.8720,13.4062,0
0.6673,1.4827,11.6890,1.5614,0.0433,0.1740,6.6734,1.5638,3.4928,1
2.5615,2.8649,68.8263,9.7489,0.5811,1.2598,3.4386,3.5615,9.5634,0
0.3019,0.8886,13.7168,2.8574,0.0614,-0.0355,7.4600,0.9452,1.8778,1
4.5437,3.3649,133.3820,38.2900,0.9601,2.7081,1.9261,8.5484,14.3843,0
4.9227,3.3442,159.4604,44.7442,0.9546,2.9115,1.2516,9.8284,15.7832,0
4.8869,3.8011,150.6022,42.0825,1.0315,2.9337,1.6866,9.9385,15.7481,0
0.5321,1.2972,10.1494,0.7147,0.0349,-0.0591,7.1100,0.8434,3.1954,1
2.4998,2.8864,63.0279,12.1726,0.4521,0.9152,4.2235,3.4516,9.3587,0
3.0998,2.9210,79.3494,18.8579,0.6197,1.2539,3.0394,3.6294,10.4843,0
0.7220,1.6663,6.7099,3.3222,0.0340,0.0887,6.0782,1.9689,4.3871,1
0.3557,0.7231,1.4733,1.8721,-0.0221,-0.0119,7.2896,0.3790,3.4299,1
4.0352,3.3529,109.7998,34.1430,0.9275,2.1601,2.2828,6.8217,13.9139,0
3.5854,3.1946,89.4248,26.5796,0.9985,2.4496,2.6583,6.9242,12.9788,0
1.2698,2.3631,41.7145,5.7761,0.0802,0.2727,5.6214,1.6895,4.9458,1
4.7058,3.4760,137.0930,43.9208,0.8814,2.6006,1.0531,8.8286,15.1426,0
2.9739,2.9802,73.6875,17.2072,0.6015,1.2740,3.5803,4.0251,11.4162,0
1.3661,2.3982,36.7794,8.4356,-0.0117,-0.1600,5.1156,2.7202,5.7888,1
2.4120,2.9574,69.4205,10.4855,0.4660,0.9977,3.4398,3.8615,10.1517,0
3.3952,3.1199,104.3673,24.9044,0.8474,2.0359,2.1834,6.2155,11.9160,0
2.0501,2.7715,57.2528,9.7430,0.3577,0.9240,4.1512,2.9474,8.9168,0
2.7692,3.1153,91.1325,13.2538,0.6398,1.6898,3.1937,4.3408,10.4862,0
0.9971,1.9249,9.7644,3.0690,0.1288,0.2767,5.3487,1.1849,5.7167,1
0.2043,0.2980,-1.4274,0.5068,0.0524,0.1532,7.9778,-0.4673,2.7070,1
0.4565,1.2190,8.0106,4.7555,-0.0452,0.1847,7.3687,1.4445,1.3792,1
4.2469,3.4941,113.3731,37.6627,1.0838,2.9651,2.6005,8.4464,14.9398,0
4.3597,3.2333,119.7039,39.2759,0.9569,2.4223,2.1995,8.2256,15.1340,0
2.4194,2.5929,66.9319,8.7495,0.5291,1.3271,4.0108,2.3711,9.6553,0
2.3238,2.9113,63.3529,8.6413,0.5480,1.1854,3.8342,2.9182,9.1782,0
3.4369,3.0578,91.3416,22.9915,0.7896,1.8679,2.2618,5.4702,13.2026,0
0.4840,1.0326,10.3591,4.0259,0.0244,-0.1191,6.7196,1.0349,3.5268,1
2.2787,2.8988,48.1435,12.2541,0.4475,1.0158,3.8917,3.8119,7.9768,0
2.2850,2.7262,55.3039,16.3218,0.3451,0.8750,3.4444,4.2822,9.1990,0
0.7511,1.6374,26.1321,2.3676,0.0145,-0.0322,7.0974,1.0003,3.1924,1
4.1923,3.3645,131.4141,33.6350,1.1180,2.8799,1.6664,8.5345,14.6925,0
3.4094,3.3046,91.2954,24.3432,1.0033,2.0437,1.8984,5.8938,13.3514,0
4.6537,3.2743,151.4429,43.3320,0.9720,2.8826,1.7198,8.4722,15.0322,0
4.7114,3.6414,144.9165,46.5454,0.9892,2.9530,1.5955,10.5734,15.0677,0
3.7606,3.1132,104.5328,30.6547,0.9544,2.6830,1.9874,7.5413,13.2165,0
3.5532,3.1133,101.8920,20.1018,0.9238,2.3382,2.2436,5.3554,13.1404,0
0.3164,1.1006,-8.1921,1.4811,-0.1277,-0.2899,7.3775,0.5871,2.9060,1
1.3518,2.4157,28.3153,5.3442,0.0455,0.1240,5.7578,1.2432,5.0158,1
2.1915,2.9716,55.6298,12.6013,0.3760,0.8304,2.7077,3.4096,8.6962,0
4.0582,3.1298,121.5180,30.4155,0.9119,2.1958,1.9283,6.0318,13.6569,0
1.0490,1.7625,30.9278,4.4949,-0.0014,-0.0808,5.5530,2.2989,5.2132,1
2.6652,2.8733,59.4770,7.0977,0.6535,1.6550,3.0390,2.5668,10.9713,0
1.0546,1.9447,28.2272,5.2740,-0.0237,-0.0651,5.7922,1.8526,4.6346,1
5.0000,3.7501,148.3298,46.9882,1.0194,3.1348,0.9157,9.8729,14.8776,0
4.8688,3.3889,150.6921,49.7559,0.9668,3.1299,1.8851,11.3513,14.7902,0
3.1748,3.1207,80.1181,24.1608,0.7880,1.8973,2.3876,5.8326,12.1923,0
1.2436,2.2791,28.3050,3.5472,0.0478,0.2067,5.0180,1.3981,5.2327,1
0.3519,1.0775,15.6524,2.4570,-0.0916,0.3327,7.5977,1.0612,1.9110,1
0.4679,1.3416,4.2676,-2.7299,0.0682,0.0736,6.3348,0.2385,4.0915,1
0.6250,1.0870,6.1121,3.7013,0.0297,-0.0594,6.2848,0.8276,3.3777,1
4.9606,3.2750,158.6132,49.8559,0.9840,3.1567,1.8727,9.9526,15.9063,0
2.3864,2.7126,70.1591,9.3740,0.4123,0.7997,3.6744,2.7140,9.8317,0
4.5949,3.4846,125.8292,42.2902,0.7835,2.0468,1.2981,8.3052,13.5493,0
4.0714,3.5416,117.1900,34.9809,0.9369,2.3186,2.2029,7.9591,14.4997,0
4.2844,3.3973,130.7215,35.5587,0.9777,2.9115,1.6173,8.3063,15.4399,0
3.1648,3.2163,94.4882,24.6778,0.8150,1.9023,3.1585,5.2060,10.2825,0
2.1544,2.8699,50.1899,11.9787,0.1903,0.2045,3.9340,3.6708,7.7004,0
2.9205,2.9599,77.4597,15.7062,0.6083,1.1962,2.8235,4.8769,10.3809,0
4.6503,3.6155,142.7921,44.7844,0.9599,2.8701,2.1455,9.2297,14.7724,0
3.3367,3.3942,86.3186,24.1721,0.8824,2.2051,2.3574,6.2624,12.4228,0
2.5984,2.8283,56.4448,7.5122,0.6303,1.2611,3.9295,4.0702,10.1834,0
0.6686,1.7287,13.3343,4.1901,-0.0767,0.0507,7.0167,2.1074,3.6695,1
3.3861,3.4764,96.3987,27.7281,0.8397,1.9251,1.6830,6.2430,11.7763,0
4.3027,3.4096,135.3810,33.7292,1.0503,2.7529,2.3646,6.9635,14.5113,0
2.7749,2.8755,76.2312,5.1269,0.5536,1.4464,3.6570,3.1694,10.4831,0
2.7540,3.1303,73.7718,13.6114,0.6020,1.4376,3.2613,4.2797,10.1620,0
4.3547,3.3554,144.8951,33.1230,1.0423,3.1477,1.8216,6.8857,13.7012,0
2.1402,2.8697,57.3503,7.6384,0.2848,0.5514,4.7553,3.4076,7.7120,0
0.2138,0.6397,5.3504,-1.8078,0.1220,0.0462,7.8835,-0.6088,2.1866,1
1.6531,2.6660,35.4875,7.2468,0.0484,0.0515,4.2890,2.4211,6.3715,0
2.2312,2.6696,59.9019,11.5400,0.3667,0.7537,3.9940,3.1878,8.5349,0
3.6324,3.2484,115.9436,27.9229,0.7839,1.9269,2.8348,7.4487,12.3120,0
3.5682,3.3680,97.1153,29.7085,0.9982,2.6814,2.2244,6.1511,13.4770,0
0.3595,0.8993,-2.6551,3.1467,0.0030,0.1293,7.6673,0.1150,1.9358,1
1.1212,1.7427,24.9488,4.2895,0.0906,0.0663,5.9462,2.0298,4.5835,1
5.0000,3.3081,137.9281,48.2591,0.9425,3.0601,1.4920,9.5569,15.9945,0
2.6697,3.1434,61.2155,12.8126,0.5480,1.2178,3.2867,3.8088,10.7694,0
0.7728,1.7647,13.4094,5.7004,-0.0170,0.0459,6.8054,1.0439,4.2813,1
1.1507,1.6937,29.3491,3.8945,0.1735,0.4821,4.8494,1.7954,6.6284,1
4.9287,3.6649,153.5972,51.3828,0.9837,2.8077,1.9021,10.4125,16.7502,0
2.4081,2.8507,55.5137,12.7703,0.4813,1.1893,3.7431,3.7465,9.3090,0
2.4503,2.9946,64.0084,9.6534,0.6284,1.4823,3.2721,3.2140,10.2160,0
2.8396,3.0994,84.3522,13.5781,0.9358,2.1578,3.7908,4.6928,9.7678,0
0.5373,1.2948,7.7983,7.7357,0.0966,0.1245,6.4672,1.9451,3.2161,1
4.8933,3.8312,147.2571,50.2858,1.0684,3.1247,1.5314,9.9125,13.6154,0
4.3490,3.3349,124.5006,37.0857,1.0528,2.9641,2.0513,7.5300,15.9637,0
4.4711,3.6090,148.6495,38.1429,0.9700,2.9768,2.4533,8.4182,13.7366,0
1.6614,2.7283,39.2173,6.9836,0.1581,0.3405,4.5424,1.8893,6.0641,1
0.2477,0.9541,11.7727,-1.5154,0.0418,-0.0065,7.8093,-0.1542,1.4662,1
0.4044,1.1349,8.6003,3.7690,-0.0395,-0.2201,7.5506,1.2439,3.1118,1
0.9954,1.7316,18.1444,5.1834,0.0363,-0.1590,6.5948,1.9151,4.2484,1
3.1787,2.8858,88.7510,16.5565,0.6732,1.5078,3.1777,4.8391,11.5854,0
0.3918,1.2108,5.9894,3.8510,0.0401,-0.0267,8.0859,1.1495,2.2684,1
0.9320,1.7675,15.3769,5.5394,0.0305,-0.1266,6.3200,2.1412,3.9283,1
3.0659,3.2575,75.4940,24.0430,0.8162,2.0286,3.1527,6.0671,10.8265,0
3.2456,2.8917,109.0153,18.7111,0.7733,1.9212,3.0031,4.7393,11.6178,0
4.3026,3.4534,106.6603,38.7180,0.8913,2.8339,1.7258,8.9154,14.1603,0
2.6786,2.8433,77.0364,17.6049,0.6290,1.3826,3.4028,5.8169,10.0599,0
0.6856,1.5758,11.4850,3.1004,0.0371,0.5029,7.0374,0.6993,3.0642,1
0.3079,0.9625,-5.5362,4.9391,0.0753,0.2719,8.2435,1.0626,1.6285,1
2.8717,2.8978,77.1753,17.5484,0.7838,1.7043,3.3850,5.4467,10.7743,0
0.8839,1.7255,29.4002,4.5982,0.0061,0.2002,5.6543,1.4294,5.0688,1
2.3561,2.9242,43.1699,13.2897,0.4065,0.8878,3.4212,3.9821,9.8700,0
2.2222,2.8818,57.3958,9.9922,0.2277,0.5430,4.7536,2.8716,7.8220,0
2.4950,3.1552,52.3848,10.1989,0.3928,0.9765,4.4584,3.7725,7.9414,0
2.2880,2.7897,55.8630,10.3738,0.3148,0.6876,4.5049,2.0114,8.0162,0
3.3370,3.3277,91.1726,28.3623,0.7458,1.6995,2.0054,5.6149,12.0409,0
2.4905,2.8823,69.0992,14.0646,0.5863,1.4155,3.8911,3.4752,8.5619,0
3.2581,3.2306,82.9603,18.2127,0.7584,1.5118,2.1385,5.5689,12.4737,0
1.5288,2.7205,41.5862,3.2429,0.1319,0.4664,4.4801,2.3300,6.0358,0
2.5262,2.9254,71.5352,15.5068,0.6554,1.5859,3.2283,4.6932,9.2603,0
3.0393,3.2318,85.0712,12.3049,0.8028,1.8194,3.0888,3.4858,11.7248,0
4.4897,3.4426,129.1709,38.1870,1.0134,2.7780,0.9126,7.9319,16.1735,0
2.7674,2.9964,79.2456,13.6065,0.6432,1.4391,3.4993,4.9307,10.1692,0
4.4631,3.1378,117.2558,38.0736,0.9046,2.4047,1.8389,8.0396,14.4820,0
2.5040,3.2107,70.6527,13.7244,0.6848,1.4225,4.3421,4.6342,9.5655,0
4.2716,3.4461,126.7315,34.5100,1.0350,2.8570,1.6308,8.5984,15.7187,0
0.2375,0.8187,5.0898,-1.5730,0.0781,0.2112,7.9312,-0.7213,1.1395,1
2.4108,2.8997,81.5887,12.0584,0.3845,0.9189,3.4126,4.3646,8.8031,0
3.1489,3.1882,83.8478,21.6012,0.5586,1.4090,2.1017,5.8539,11.9665,0
4.4663,3.4885,119.1637,39.8510,1.0714,3.0346,2.6752,9.2027,13.8748,0
2.3959,3.0168,59.2984,13.0421,0.3959,1.0685,4.2915,3.9336,8.6776,0
0.2248,0.6489,0.3740,5.7320,0.0478,0.1121,9.2662,0.2027,0.5512,1
0.9517,1.8319,26.1008,5.8831,-0.0497,-0.0339,6.2885,1.4126,3.6570,1
2.2793,3.0815,52.7249,10.5280,0.4151,0.7221,3.3729,4.1243,9.0440,0
4.4850,3.6134,120.6508,34.1592,0.8697,2.3311,1.6591,8.2400,14.4247,0
0.6996,1.8356,25.6288,5.6900,0.0646,0.0691,7.2446,2.2639,3.2824,1
1.9746,2.8285,52.8379,9.2840,0.2228,0.3921,4.7428,2.8967,6.7805,1
4.5124,3.6373,128.1413,40.3717,0.9521,2.5545,1.4226,8.6917,14.3472,0
0.0497,0.1137,-16.1889,-1.3472,-0.1775,-0.5224,8.0645,-0.8101,1.4013,1
2.0142,2.5594,49.1822,13.2885,0.2759,0.5597,4.2182,3.3333,7.6326,0
0.2679,1.0125,8.8680,0.3690,0.1132,0.1090,7.7023,0.0720,2.4856,1
1.3186,2.1110,26.4502,10.2284,0.0863,-0.1450,4.9921,2.8457,5.0752,1
0.9065,1.8680,36.7196,4.8022,0.0005,0.0712,6.4291,1.7856,4.3219,1
3.0461,3.2383,84.8470,19.1276,0.7235,1.6780,2.9676,5.3755,11.2469,0
4.0108,3.3100,113.0413,31.4752,0.9593,2.5789,1.9094,7.7628,13.6388,0
0.3025,0.7378,0.9397,1.3331,-0.0632,-0.1445,7.2301,1.4526,2.5628,1
2.2627,2.8518,67.8905,12.7216,0.4443,0.7768,4.1036,3.6987,8.5128,0
2.5184,2.9430,56.0945,10.2533,0.6185,1.3541,3.0748,3.4673,11.6009,0
3.9607,3.3996,106.1881,38.8109,1.0276,2.7676,2.3977,7.4115,13.9330,0
1.0629,1.9908,24.7435,4.7872,0.0839,0.0487,5.9029,1.7131,4.7377,1
1.4935,2.3345,38.7439,6.9676,0.0865,0.3671,4.7706,2.1772,5.6712,1
1.2869,2.2640,34.1205,6.2751,0.2009,0.3374,5.6038,2.0955,4.6992,1
2.5323,2.8616,72.1674,12.1223,0.4867,1.0679,3.0671,3.3303,10.3944,0
1.0767,2.0422,17.8936,7.2755,0.1180,0.1169,5.5145,2.4721,4.6588,1
4.3231,3.4232,123.5090,36.2800,0.9842,2.5738,1.9878,7.9144,14.7243,0
0.9376,1.4900,27.3053,7.0277,0.0111,0.4079,5.1147,1.8626,4.0646,1
2.3084,2.7394,60.2308,7.8001,0.4547,0.7887,3.6814,3.5629,8.7842,0
1.5258,2.8742,50.7912,10.2216,0.1935,0.3624,4.9678,2.7422,5.2098,1
0.3760,1.1205,9.6019,3.2382,-0.0733,-0.2747,6.8657,1.1737,3.4576,1
1.2340,1.9332,21.8448,7.1389,0.0472,0.0140,5.5738,2.2919,5.1254,1
0.9203,1.9528,31.9727,4.6557,0.0985,0.0414,6.0841,1.7410,3.7430,1
1.6429,2.4298,47.1731,6.1757,0.3188,0.6484,4.7020,2.6674,6.7579,1
2.3039,2.9042,54.9027,10.6994,0.3881,0.8491,3.1760,2.6593,9.4662,0
2.2125,2.7917,50.6937,13.7847,0.3123,0.6235,4.0998,3.9636,8.2958,0
4.6600,3.7280,141.4139,42.8977,0.9023,2.4301,1.5656,8.7953,14.0922,0
0.5086,1.3267,8.8218,1.1879,-0.0718,-0.1916,6.9101,0.8447,3.4719,1
3.2701,3.1470,91.5895,20.5285,0.7687,1.9794,2.7106,5.6712,12.5819,0
0.7382,1.7097,30.6826,1.6930,-0.0527,-0.1050,6.8637,0.6306,2.6589,1
0.7129,1.5727,17.3649,1.9769,0.0715,0.0364,6.6924,0.7231,3.1383,1
2.1383,2.6985,72.6667,11.0797,0.4202,0.9309,3.6828,3.7131,8.3835,0
1.8086,2.6618,42.3651,8.0336,0.1836,0.2875,4.6523,3.1737,7.3250,1
3.2672,3.0735,88.5377,21.8557,0.8043,2.0794,2.6629,5.7251,10.8865,0
3.1294,3.2108,81.2630,20.4515,0.7190,1.7998,2.3173,4.9655,12.7788,0
4.8640,3.6065,151.5311,46.0221,0.8870,2.7375,1.0372,10.1336,15.5317,0
4.4213,3.5559,138.1094,41.9088,0.7874,2.1948,1.5897,8.4518,13.7279,0
1.2905,2.0505,26.7087,11.2097,0.1881,0.2871,5.4768,2.2421,5.4849,1
3.5471,3.4008,101.1839,28.7082,0.8339,2.2189,3.0998,7.6572,12.8955,0
4.8956,3.6012,147.2600,50.8488,0.9959,2.8835,1.5276,10.7342,16.6684,0
2.2191,2.7380,57.7198,11.1642,0.2570,0.5813,3.9284,3.4031,7.9305,0
3.5458,3.0576,91.9521,24.9171,1.0012,2.5056,1.9228,5.6351,13.5681,0
4.4792,3.5823,126.2050,36.1797,0.8597,2.4463,2.0913,8.6042,15.2162,0
0.1989,0.6984,-5.7993,2.5918,0.0526,0.1445,6.9828,0.4147,2.6140,1
2.9945,2.9906,69.7214,21.9775,0.7817,1.8825,3.0226,5.5225,11.5994,0
3.7338,3.3159,96.3623,27.5740,0.8301,2.0276,1.6288,6.6512,12.9406,0
2.8725,2.9193,76.3145,23.8187,0.7498,1.7881,3.7113,5.4598,10.2314,0
4.7083,3.2081,148.6685,46.1436,0.9227,2.4982,1.5168,10.1962,14.8015,0
3.2914,2.8056,93.7271,21.2152,0.7491,1.8880,2.6140,5.8343,10.8749,0
4.2269,3.4963,138.5951,35.3212,0.9805,2.5886,1.7981,7.8301,15.5904,0
3.4891,3.2506,93.2581,25.4948,0.8390,2.3782,3.1063,6.4384,11.6266,0
2.1316,2.5104,47.8051,11.1701,0.3697,0.8112,3.8136,4.1353,8.3416,0
0.7002,1.5924,33.8762,5.0640,-0.1153,-0.2928,6.5114,0.7165,2.3911,1
2.8825,2.9584,76.3770,16.7995,0.7094,1.6131,2.7500,5.4389,11.4862,0
